loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,verification_status,annual_inc,loan_status,purpose,dti,pub_rec_bankruptcies,issue_year,issue_month
14000,36,12.42,B,B4,10+ years,MORTGAGE,Not Verified,63000.0,Fully Paid,credit_card,7.35,0.0,2011,12
6000,36,13.49,C,C1,5 years,MORTGAGE,Not Verified,50000.0,Fully Paid,debt_consolidation,15.58,0.0,2011,12
12000,36,9.91,B,B1,5 years,RENT,Not Verified,80000.0,Fully Paid,debt_consolidation,14.83,0.0,2011,12
10000,36,12.42,B,B4,4 years,RENT,Not Verified,45000.0,Fully Paid,debt_consolidation,10.45,0.0,2011,12
8000,36,7.9,A,A4,2 years,RENT,Not Verified,78000.0,Fully Paid,vacation,6.09,0.0,2011,12
14125,36,9.91,B,B1,1 year,RENT,Verified,33000.0,Fully Paid,debt_consolidation,23.13,0.0,2011,12
14000,36,12.69,B,B5,5 years,RENT,Not Verified,62800.0,Fully Paid,debt_consolidation,19.24,0.0,2011,12
13200,60,17.27,D,D3,3 years,RENT,Source Verified,26400.0,Fully Paid,small_business,9.64,0.0,2011,12
4000,36,19.03,E,E2,10+ years,MORTGAGE,Not Verified,80000.0,Fully Paid,vacation,20.59,0.0,2011,12
4000,36,12.69,B,B5,2 years,RENT,Not Verified,25000.0,Charged Off,debt_consolidation,6.86,0.0,2011,12
10500,36,6.03,A,A1,10+ years,MORTGAGE,Source Verified,65000.0,Fully Paid,debt_consolidation,10.36,0.0,2011,12
5500,36,7.9,A,A4,10+ years,OWN,Source Verified,59000.0,Fully Paid,car,6.65,0.0,2011,12
7350,36,11.71,B,B3,1 year,RENT,Verified,33000.0,Fully Paid,debt_consolidation,22.51,0.0,2011,12
10000,36,12.42,B,B4,10+ years,RENT,Source Verified,39000.0,Charged Off,credit_card,18.31,0.0,2011,12
12000,36,7.51,A,A3,10+ years,RENT,Not Verified,42000.0,Fully Paid,debt_consolidation,10.74,0.0,2011,12
5000,60,11.71,B,B3,5 years,MORTGAGE,Not Verified,38004.0,Fully Paid,home_improvement,23.78,0.0,2011,12
8000,60,11.71,B,B3,3 years,OWN,Source Verified,31000.0,Fully Paid,other,16.22,0.0,2011,12
4500,36,8.9,A,A5,10+ years,MORTGAGE,Verified,50700.0,Fully Paid,other,23.43,0.0,2011,12
18000,36,12.42,B,B4,1 year,OWN,Verified,75000.0,Fully Paid,credit_card,12.51,0.0,2011,12
12000,36,13.49,C,C1,6 years,RENT,Not Verified,40000.0,Fully Paid,debt_consolidation,15.72,0.0,2011,12
10000,36,13.49,C,C1,10+ years,MORTGAGE,Not Verified,50000.0,Fully Paid,credit_card,5.88,0.0,2011,12
6000,36,7.9,A,A4,7 years,MORTGAGE,Not Verified,80000.0,Fully Paid,other,8.87,0.0,2011,12
12000,36,12.69,B,B5,4 years,RENT,Not Verified,40000.0,Fully Paid,debt_consolidation,22.2,0.0,2011,12
12000,36,8.9,A,A5,7 years,RENT,Not Verified,80000.0,Charged Off,other,9.13,0.0,2011,12
7000,36,11.71,B,B3,2 years,RENT,Source Verified,75000.0,Fully Paid,debt_consolidation,15.57,0.0,2011,12
35000,60,18.64,E,E1,8 years,MORTGAGE,Verified,85000.0,Fully Paid,debt_consolidation,12.0,0.0,2011,12
1400,36,7.9,A,A4,1 year,RENT,Not Verified,28800.0,Fully Paid,other,10.0,0.0,2011,12
16000,60,13.49,C,C1,10+ years,RENT,Verified,35000.0,Charged Off,small_business,16.22,0.0,2011,12
3200,36,9.91,B,B1,9 years,RENT,Not Verified,61200.0,Fully Paid,debt_consolidation,2.16,1.0,2011,12
8000,36,7.9,A,A4,1 year,RENT,Not Verified,40000.0,Fully Paid,medical,13.35,0.0,2011,12
11875,60,12.69,B,B5,< 1 year,RENT,Source Verified,25920.0,Charged Off,debt_consolidation,23.75,0.0,2011,12
5000,36,6.03,A,A1,9 years,MORTGAGE,Not Verified,54000.0,Fully Paid,home_improvement,3.82,0.0,2011,12
1800,36,6.62,A,A2,10+ years,RENT,Not Verified,18000.0,Fully Paid,small_business,23.8,0.0,2011,12
35000,36,8.9,A,A5,5 years,RENT,Verified,85000.0,Fully Paid,debt_consolidation,17.73,0.0,2011,12
18000,36,8.9,A,A5,5 years,RENT,Verified,78000.0,Fully Paid,credit_card,7.0,0.0,2011,12
14000,36,7.9,A,A4,10+ years,OWN,Not Verified,45600.0,Charged Off,debt_consolidation,19.74,0.0,2011,12
5000,36,12.42,B,B4,2 years,RENT,Not Verified,70000.0,Fully Paid,debt_consolidation,20.06,0.0,2011,12
8000,36,15.96,C,C5,4 years,RENT,Source Verified,70000.0,Fully Paid,credit_card,14.04,0.0,2011,12
10000,36,6.03,A,A1,9 years,MORTGAGE,Not Verified,80000.0,Fully Paid,debt_consolidation,12.99,0.0,2011,12
10000,36,7.51,A,A3,5 years,RENT,Verified,50000.0,Fully Paid,debt_consolidation,4.63,0.0,2011,12
12000,36,12.42,B,B4,10+ years,MORTGAGE,Verified,35000.0,Fully Paid,debt_consolidation,18.51,0.0,2011,12
23200,36,7.9,A,A4,3 years,MORTGAGE,Verified,65000.0,Fully Paid,debt_consolidation,27.99,0.0,2011,12
4800,36,15.27,C,C4,10+ years,MORTGAGE,Not Verified,75000.0,Fully Paid,debt_consolidation,9.3,0.0,2011,12
7300,36,11.71,B,B3,6 years,RENT,Not Verified,35000.0,Fully Paid,debt_consolidation,16.42,0.0,2011,12
10400,36,9.91,B,B1,6 years,RENT,Source Verified,40000.0,Fully Paid,debt_consolidation,11.67,0.0,2011,12
6600,36,9.91,B,B1,1 year,MORTGAGE,Not Verified,100000.0,Fully Paid,house,15.53,0.0,2011,12
12000,36,8.9,A,A5,7 years,OWN,Not Verified,40000.0,Fully Paid,debt_consolidation,9.45,0.0,2011,12
13250,36,17.27,D,D3,10+ years,RENT,Verified,52000.0,Fully Paid,debt_consolidation,23.7,0.0,2011,12
12000,36,11.71,B,B3,3 years,RENT,Source Verified,92500.0,Fully Paid,debt_consolidation,15.97,0.0,2011,12
25000,36,9.91,B,B1,9 years,RENT,Source Verified,61000.0,Fully Paid,debt_consolidation,10.35,0.0,2011,12
6000,36,10.65,B,B2,10+ years,RENT,Not Verified,36000.0,Fully Paid,other,14.43,0.0,2011,12
12000,36,7.51,A,A3,10+ years,MORTGAGE,Not Verified,68000.0,Fully Paid,credit_card,7.08,0.0,2011,12
14400,36,11.71,B,B3,1 year,RENT,Not Verified,80000.0,Fully Paid,credit_card,16.35,0.0,2011,12
10000,36,12.42,B,B4,10+ years,RENT,Not Verified,43000.0,Fully Paid,credit_card,11.58,0.0,2011,12
8000,36,11.71,B,B3,1 year,RENT,Not Verified,150000.0,Fully Paid,credit_card,2.48,0.0,2011,12
8000,36,16.29,D,D1,5 years,RENT,Not Verified,50000.0,Charged Off,credit_card,13.22,0.0,2011,12
30000,60,12.42,B,B4,3 years,RENT,Source Verified,70000.0,Charged Off,small_business,0.94,0.0,2011,12
18000,60,16.77,D,D2,6 years,OWN,Not Verified,40000.0,Charged Off,home_improvement,18.42,0.0,2011,12
13250,36,11.71,B,B3,2 years,OWN,Not Verified,35000.0,Fully Paid,credit_card,22.35,0.0,2011,12
14000,36,14.27,C,C2,6 years,RENT,Not Verified,80000.0,Fully Paid,debt_consolidation,16.21,0.0,2011,12
20000,60,20.3,E,E5,10+ years,OWN,Verified,59000.0,Charged Off,debt_consolidation,20.91,0.0,2011,12
10000,36,16.29,D,D1,10+ years,RENT,Verified,40000.0,Fully Paid,credit_card,24.39,0.0,2011,12
35000,60,20.3,E,E5,5 years,RENT,Verified,85000.0,Fully Paid,debt_consolidation,20.16,0.0,2011,12
4000,36,6.03,A,A1,1 year,RENT,Not Verified,55000.0,Fully Paid,debt_consolidation,7.05,0.0,2011,12
13000,36,9.91,B,B1,6 years,RENT,Not Verified,110000.0,Fully Paid,debt_consolidation,8.38,0.0,2011,12
28000,36,12.69,B,B5,5 years,RENT,Source Verified,100000.0,Fully Paid,credit_card,12.35,0.0,2011,12
10000,36,13.49,C,C1,3 years,RENT,Not Verified,62000.0,Fully Paid,debt_consolidation,11.52,0.0,2011,12
20000,36,7.9,A,A4,< 1 year,RENT,Verified,45000.0,Fully Paid,debt_consolidation,9.25,0.0,2011,12
18000,36,9.91,B,B1,5 years,RENT,Verified,110000.0,Fully Paid,debt_consolidation,10.0,0.0,2011,12
9000,60,19.91,E,E4,3 years,RENT,Verified,60000.0,Charged Off,credit_card,22.56,0.0,2011,12
25000,60,18.64,E,E1,10+ years,RENT,Verified,61500.0,Charged Off,debt_consolidation,12.6,0.0,2011,12
10000,36,11.71,B,B3,3 years,RENT,Not Verified,33000.0,Fully Paid,other,8.69,0.0,2011,12
4200,36,6.03,A,A1,3 years,RENT,Not Verified,61000.0,Fully Paid,credit_card,8.92,0.0,2011,12
20000,60,15.27,C,C4,10+ years,OWN,Verified,78216.0,Charged Off,debt_consolidation,10.79,0.0,2011,12
18000,60,17.27,D,D3,1 year,MORTGAGE,Verified,62000.0,Charged Off,debt_consolidation,7.82,0.0,2011,12
24000,36,16.29,D,D1,2 years,RENT,Verified,50964.0,Fully Paid,debt_consolidation,8.83,0.0,2011,12
4475,36,15.27,C,C4,3 years,RENT,Not Verified,43680.0,Fully Paid,credit_card,18.79,0.0,2011,12
12000,36,12.42,B,B4,5 years,RENT,Source Verified,50700.0,Fully Paid,credit_card,22.49,0.0,2011,12
5000,36,12.42,B,B4,2 years,RENT,Source Verified,30000.0,Charged Off,debt_consolidation,23.84,0.0,2011,12
3000,36,6.03,A,A1,5 years,RENT,Not Verified,50000.0,Fully Paid,other,5.5,0.0,2011,12
12000,36,9.91,B,B1,10+ years,RENT,Not Verified,55000.0,Charged Off,debt_consolidation,13.0,0.0,2011,12
20000,36,15.27,C,C4,10+ years,MORTGAGE,Verified,50000.0,Fully Paid,other,4.34,0.0,2011,12
10000,36,13.49,C,C1,3 years,RENT,Verified,84000.0,Fully Paid,debt_consolidation,13.87,0.0,2011,12
15000,36,12.42,B,B4,6 years,OWN,Verified,155000.0,Fully Paid,debt_consolidation,17.85,0.0,2011,12
12000,36,7.9,A,A4,< 1 year,MORTGAGE,Source Verified,62000.0,Fully Paid,debt_consolidation,8.71,0.0,2011,12
6300,36,11.71,B,B3,2 years,RENT,Not Verified,30000.0,Fully Paid,credit_card,7.2,0.0,2011,12
35000,60,17.27,D,D3,8 years,MORTGAGE,Source Verified,208000.0,Fully Paid,debt_consolidation,7.94,0.0,2011,12
8250,60,15.96,C,C5,2 years,MORTGAGE,Verified,35004.0,Fully Paid,home_improvement,15.6,0.0,2011,12
10000,36,11.71,B,B3,5 years,RENT,Not Verified,32000.0,Charged Off,credit_card,21.83,0.0,2011,12
24000,36,8.9,A,A5,10+ years,MORTGAGE,Verified,116400.0,Charged Off,car,3.94,0.0,2011,12
14400,36,12.69,B,B5,9 years,MORTGAGE,Not Verified,40000.0,Fully Paid,debt_consolidation,20.16,0.0,2011,12
6000,36,14.65,C,C3,7 years,RENT,Not Verified,34000.0,Fully Paid,credit_card,21.39,0.0,2011,12
22000,36,15.96,C,C5,5 years,MORTGAGE,Verified,73000.0,Fully Paid,debt_consolidation,22.47,0.0,2011,12
12000,36,11.71,B,B3,10+ years,RENT,Source Verified,57200.0,Charged Off,debt_consolidation,16.36,0.0,2011,12
16000,36,16.77,D,D2,< 1 year,MORTGAGE,Source Verified,114000.0,Fully Paid,debt_consolidation,17.2,0.0,2011,12
10000,36,10.65,B,B2,10+ years,MORTGAGE,Not Verified,90000.0,Fully Paid,debt_consolidation,11.16,0.0,2011,12
16000,60,19.03,E,E2,8 years,MORTGAGE,Source Verified,54000.0,Fully Paid,home_improvement,16.89,0.0,2011,12
10000,36,12.69,B,B5,2 years,RENT,Source Verified,35000.0,Charged Off,debt_consolidation,12.03,0.0,2011,12
3500,36,13.49,C,C1,7 years,RENT,Not Verified,56000.0,Fully Paid,debt_consolidation,10.35,0.0,2011,12
9600,36,9.91,B,B1,5 years,RENT,Not Verified,35000.0,Fully Paid,debt_consolidation,16.49,0.0,2011,12
9875,36,7.9,A,A4,10+ years,MORTGAGE,Source Verified,40000.0,Fully Paid,debt_consolidation,24.03,0.0,2011,12
21500,60,17.58,D,D4,2 years,OWN,Verified,59000.0,Fully Paid,debt_consolidation,22.86,0.0,2011,12
4800,36,7.9,A,A4,6 years,RENT,Source Verified,48000.0,Fully Paid,debt_consolidation,13.0,0.0,2011,12
7800,36,6.03,A,A1,10+ years,OWN,Not Verified,85000.0,Fully Paid,major_purchase,0.78,0.0,2011,12
20000,36,14.27,C,C2,10+ years,MORTGAGE,Verified,70000.0,Fully Paid,credit_card,6.21,0.0,2011,12
9750,36,7.51,A,A3,4 years,RENT,Not Verified,35000.0,Charged Off,debt_consolidation,29.04,0.0,2011,12
18000,60,15.96,C,C5,6 years,MORTGAGE,Verified,91000.0,Fully Paid,credit_card,23.41,0.0,2011,12
5000,36,6.03,A,A1,9 years,MORTGAGE,Not Verified,30000.0,Fully Paid,other,16.48,0.0,2011,12
9000,36,14.65,C,C3,4 years,RENT,Source Verified,45000.0,Fully Paid,debt_consolidation,17.01,1.0,2011,12
7200,36,7.9,A,A4,1 year,RENT,Not Verified,55000.0,Fully Paid,debt_consolidation,11.98,0.0,2011,12
25000,60,19.42,E,E3,10+ years,RENT,Verified,60000.0,Charged Off,credit_card,20.04,0.0,2011,12
25000,36,15.27,C,C4,8 years,OWN,Verified,82000.0,Fully Paid,debt_consolidation,18.5,0.0,2011,12
10000,36,15.96,C,C5,10+ years,RENT,Verified,53000.0,Fully Paid,debt_consolidation,13.09,0.0,2011,12
8875,36,12.69,B,B5,5 years,MORTGAGE,Verified,35360.0,Charged Off,debt_consolidation,23.11,0.0,2011,12
15550,36,11.71,B,B3,10+ years,RENT,Verified,54000.0,Fully Paid,debt_consolidation,23.36,0.0,2011,12
7500,36,12.69,B,B5,5 years,RENT,Not Verified,65000.0,Fully Paid,credit_card,4.41,0.0,2011,12
8875,36,8.9,A,A5,6 years,OWN,Not Verified,28800.0,Fully Paid,debt_consolidation,24.29,0.0,2011,12
4500,36,17.27,D,D3,1 year,RENT,Not Verified,42000.0,Fully Paid,credit_card,4.34,0.0,2011,12
5800,36,12.42,B,B4,3 years,RENT,Not Verified,36000.0,Fully Paid,debt_consolidation,21.67,0.0,2011,12
10000,36,11.71,B,B3,2 years,RENT,Not Verified,40000.0,Fully Paid,debt_consolidation,22.26,0.0,2011,12
10000,36,9.91,B,B1,4 years,RENT,Not Verified,50000.0,Fully Paid,credit_card,19.06,0.0,2011,12
14000,36,11.71,B,B3,1 year,RENT,Not Verified,52000.0,Fully Paid,credit_card,12.97,0.0,2011,12
25000,60,19.03,E,E2,3 years,MORTGAGE,Verified,85000.0,Fully Paid,credit_card,17.15,0.0,2011,12
12000,36,8.9,A,A5,3 years,RENT,Source Verified,32000.0,Charged Off,debt_consolidation,6.75,0.0,2011,12
24000,36,7.9,A,A4,6 years,OWN,Verified,75000.0,Fully Paid,debt_consolidation,10.58,0.0,2011,12
14000,36,14.27,C,C2,< 1 year,RENT,Not Verified,80000.0,Fully Paid,credit_card,3.3,0.0,2011,12
12000,36,8.9,A,A5,7 years,MORTGAGE,Verified,40246.0,Fully Paid,credit_card,17.08,0.0,2011,12
15000,60,12.69,B,B5,3 years,OWN,Verified,30000.0,Charged Off,debt_consolidation,24.76,0.0,2011,12
8050,36,12.69,B,B5,1 year,RENT,Source Verified,36000.0,Charged Off,debt_consolidation,14.8,0.0,2011,12
5600,36,10.65,B,B2,6 years,RENT,Not Verified,60000.0,Fully Paid,debt_consolidation,16.36,1.0,2011,12
7500,36,9.91,B,B1,3 years,RENT,Not Verified,31200.0,Fully Paid,credit_card,12.35,0.0,2011,12
7000,36,11.71,B,B3,10+ years,RENT,Verified,90000.0,Fully Paid,credit_card,12.19,0.0,2011,12
5400,36,7.9,A,A4,4 years,RENT,Not Verified,40000.0,Fully Paid,debt_consolidation,10.89,0.0,2011,12
16000,36,12.42,B,B4,1 year,RENT,Verified,90000.0,Fully Paid,credit_card,13.67,0.0,2011,12
35000,60,12.42,B,B4,9 years,MORTGAGE,Verified,105000.0,Fully Paid,home_improvement,16.53,0.0,2011,12
6000,60,7.9,A,A4,< 1 year,RENT,Verified,30084.0,Charged Off,debt_consolidation,1.68,0.0,2011,12
4125,60,12.69,B,B5,10+ years,MORTGAGE,Not Verified,36000.0,Fully Paid,car,17.73,0.0,2011,12
9800,36,16.29,D,D1,4 years,RENT,Not Verified,67000.0,Fully Paid,credit_card,21.01,0.0,2011,12
15700,60,18.25,D,D5,10+ years,MORTGAGE,Source Verified,63000.0,Fully Paid,debt_consolidation,17.43,0.0,2011,12
9900,36,11.71,B,B3,6 years,RENT,Verified,26400.0,Fully Paid,debt_consolidation,14.09,1.0,2011,12
15000,36,11.71,B,B3,3 years,MORTGAGE,Source Verified,68400.0,Fully Paid,debt_consolidation,5.7,0.0,2011,12
6250,36,15.96,C,C5,1 year,RENT,Not Verified,29120.0,Fully Paid,debt_consolidation,20.85,0.0,2011,12
6400,36,16.29,D,D1,< 1 year,RENT,Not Verified,29120.0,Fully Paid,debt_consolidation,17.97,0.0,2011,12
8850,60,13.49,C,C1,10+ years,MORTGAGE,Source Verified,89122.0,Fully Paid,major_purchase,7.67,0.0,2011,12
12000,36,15.27,C,C4,4 years,MORTGAGE,Not Verified,54000.0,Fully Paid,debt_consolidation,17.07,0.0,2011,12
15000,36,8.9,A,A5,5 years,MORTGAGE,Verified,30000.0,Fully Paid,debt_consolidation,6.48,0.0,2011,12
6500,36,14.27,C,C2,4 years,MORTGAGE,Not Verified,30000.0,Fully Paid,credit_card,10.12,0.0,2011,12
8000,36,15.96,C,C5,10+ years,RENT,Not Verified,50000.0,Fully Paid,credit_card,16.34,0.0,2011,12
30000,60,21.28,F,F2,6 years,MORTGAGE,Source Verified,92000.0,Fully Paid,home_improvement,17.57,0.0,2011,12
15000,36,14.65,C,C3,10+ years,MORTGAGE,Source Verified,100500.0,Fully Paid,credit_card,14.56,0.0,2011,12
10200,36,14.27,C,C2,3 years,RENT,Not Verified,40000.0,Fully Paid,debt_consolidation,16.53,0.0,2011,12
9000,36,12.42,B,B4,5 years,MORTGAGE,Not Verified,47000.0,Fully Paid,credit_card,19.1,0.0,2011,12
6500,36,16.29,D,D1,3 years,MORTGAGE,Not Verified,68000.0,Fully Paid,debt_consolidation,21.85,0.0,2011,12
23000,60,21.28,F,F2,8 years,MORTGAGE,Verified,95000.0,Fully Paid,debt_consolidation,8.94,0.0,2011,12
2000,36,7.9,A,A4,4 years,RENT,Not Verified,39600.0,Fully Paid,credit_card,5.09,0.0,2011,12
8000,36,13.49,C,C1,3 years,OWN,Verified,30000.0,Fully Paid,debt_consolidation,14.48,0.0,2011,12
8875,36,7.51,A,A3,1 year,RENT,Verified,30000.0,Fully Paid,debt_consolidation,28.4,0.0,2011,12
1500,36,18.64,E,E1,< 1 year,RENT,Source Verified,17000.0,Charged Off,other,4.59,0.0,2011,12
8000,36,12.42,B,B4,3 years,RENT,Not Verified,42000.0,Fully Paid,debt_consolidation,20.26,0.0,2011,12
20000,60,14.65,C,C3,10+ years,RENT,Verified,75000.0,Charged Off,debt_consolidation,16.51,0.0,2011,12
6500,36,11.71,B,B3,4 years,RENT,Not Verified,42000.0,Fully Paid,credit_card,6.26,0.0,2011,12
9600,36,13.49,C,C1,3 years,MORTGAGE,Source Verified,27000.0,Fully Paid,debt_consolidation,10.22,0.0,2011,12
10000,36,7.9,A,A4,5 years,MORTGAGE,Not Verified,46000.0,Fully Paid,home_improvement,10.46,0.0,2011,12
15000,36,12.42,B,B4,10+ years,MORTGAGE,Verified,80000.0,Fully Paid,debt_consolidation,5.61,0.0,2011,12
9000,36,6.62,A,A2,3 years,MORTGAGE,Not Verified,45000.0,Fully Paid,debt_consolidation,22.05,0.0,2011,12
10000,36,7.9,A,A4,2 years,RENT,Verified,72500.0,Fully Paid,credit_card,27.92,0.0,2011,12
14000,36,7.9,A,A4,2 years,RENT,Source Verified,30000.0,Fully Paid,debt_consolidation,15.2,0.0,2011,12
8500,36,14.27,C,C2,9 years,RENT,Source Verified,50000.0,Charged Off,debt_consolidation,8.5,0.0,2011,12
15000,60,19.03,E,E2,9 years,RENT,Source Verified,75000.0,Fully Paid,debt_consolidation,2.82,0.0,2011,12
4500,36,15.96,C,C5,5 years,MORTGAGE,Not Verified,65000.0,Fully Paid,other,14.66,0.0,2011,12
3000,36,7.51,A,A3,10+ years,MORTGAGE,Not Verified,65000.0,Fully Paid,major_purchase,27.91,0.0,2011,12
10000,36,9.91,B,B1,4 years,MORTGAGE,Source Verified,120000.0,Fully Paid,home_improvement,7.98,0.0,2011,12
21250,60,16.77,D,D2,5 years,MORTGAGE,Verified,42500.0,Fully Paid,debt_consolidation,19.93,0.0,2011,12
33425,60,13.49,C,C1,2 years,MORTGAGE,Source Verified,75000.0,Charged Off,debt_consolidation,25.71,0.0,2011,12
7200,36,15.27,C,C4,4 years,RENT,Verified,54990.0,Fully Paid,debt_consolidation,20.95,0.0,2011,12
18000,60,11.71,B,B3,< 1 year,RENT,Source Verified,40000.0,Charged Off,debt_consolidation,18.18,0.0,2011,12
23000,36,7.9,A,A4,2 years,MORTGAGE,Source Verified,137000.0,Fully Paid,debt_consolidation,8.13,0.0,2011,12
20000,60,16.77,D,D2,10+ years,RENT,Verified,60000.0,Charged Off,debt_consolidation,9.46,0.0,2011,12
7000,36,8.9,A,A5,1 year,RENT,Verified,46000.0,Fully Paid,credit_card,7.9,0.0,2011,12
21000,36,12.69,B,B5,8 years,MORTGAGE,Verified,135000.0,Fully Paid,debt_consolidation,8.52,0.0,2011,12
13000,36,9.91,B,B1,10+ years,RENT,Verified,65000.0,Fully Paid,credit_card,8.82,0.0,2011,12
18000,36,6.62,A,A2,2 years,MORTGAGE,Not Verified,78000.0,Fully Paid,debt_consolidation,6.35,0.0,2011,12
7200,36,6.03,A,A1,5 years,MORTGAGE,Not Verified,60000.0,Fully Paid,other,2.54,0.0,2011,12
16500,36,8.9,A,A5,10+ years,RENT,Not Verified,48000.0,Fully Paid,credit_card,13.1,0.0,2011,12
8125,36,7.9,A,A4,< 1 year,RENT,Not Verified,25000.0,Fully Paid,debt_consolidation,24.34,0.0,2011,12
18800,36,7.51,A,A3,3 years,MORTGAGE,Verified,82000.0,Fully Paid,debt_consolidation,13.76,0.0,2011,12
26800,36,19.03,E,E2,10+ years,MORTGAGE,Source Verified,82000.0,Fully Paid,credit_card,21.59,0.0,2011,12
19200,36,7.9,A,A4,5 years,MORTGAGE,Verified,42000.0,Fully Paid,debt_consolidation,19.66,0.0,2011,12
12875,60,17.58,D,D4,3 years,RENT,Verified,27600.0,Fully Paid,debt_consolidation,18.7,0.0,2011,12
4000,36,12.42,B,B4,5 years,MORTGAGE,Not Verified,38000.0,Fully Paid,credit_card,19.64,0.0,2011,12
4000,36,16.29,D,D1,4 years,RENT,Not Verified,35000.0,Fully Paid,debt_consolidation,9.22,0.0,2011,12
12000,36,9.91,B,B1,10+ years,OWN,Not Verified,33000.0,Fully Paid,credit_card,18.8,0.0,2011,12
2625,36,11.71,B,B3,10+ years,MORTGAGE,Not Verified,52800.0,Fully Paid,medical,14.52,0.0,2011,12
7000,36,9.91,B,B1,10+ years,RENT,Not Verified,73882.0,Fully Paid,debt_consolidation,11.45,0.0,2011,12
11300,36,12.69,B,B5,7 years,MORTGAGE,Not Verified,36000.0,Fully Paid,credit_card,16.33,0.0,2011,12
4000,36,9.91,B,B1,10+ years,MORTGAGE,Source Verified,130000.0,Fully Paid,debt_consolidation,10.05,0.0,2011,12
8000,36,6.03,A,A1,10+ years,MORTGAGE,Not Verified,57200.0,Fully Paid,debt_consolidation,4.72,0.0,2011,12
14400,36,18.25,D,D5,5 years,RENT,Verified,51871.0,Charged Off,debt_consolidation,7.82,0.0,2011,12
4375,36,12.42,B,B4,2 years,OWN,Verified,15000.0,Fully Paid,debt_consolidation,13.92,0.0,2011,12
4100,36,7.51,A,A3,9 years,MORTGAGE,Not Verified,70197.0,Fully Paid,credit_card,6.58,0.0,2011,12
6000,36,8.9,A,A5,7 years,RENT,Verified,47000.0,Fully Paid,other,14.43,0.0,2011,12
4200,60,17.27,D,D3,9 years,RENT,Source Verified,43000.0,Charged Off,debt_consolidation,10.13,0.0,2011,12
4000,36,6.62,A,A2,6 years,MORTGAGE,Source Verified,120000.0,Fully Paid,home_improvement,3.89,0.0,2011,12
3000,36,10.65,B,B2,10+ years,MORTGAGE,Not Verified,86004.0,Charged Off,other,13.37,0.0,2011,12
5400,36,12.69,B,B5,10+ years,MORTGAGE,Not Verified,75000.0,Fully Paid,car,8.8,0.0,2011,12
15000,36,16.29,D,D1,1 year,RENT,Verified,110000.0,Charged Off,small_business,21.99,0.0,2011,12
20000,60,18.64,E,E1,3 years,MORTGAGE,Source Verified,80000.0,Fully Paid,debt_consolidation,23.47,0.0,2011,12
10400,36,12.69,B,B5,4 years,RENT,Source Verified,44000.0,Fully Paid,credit_card,19.91,0.0,2011,12
4500,60,17.58,D,D4,7 years,MORTGAGE,Source Verified,51600.0,Fully Paid,debt_consolidation,22.63,0.0,2011,12
11500,36,12.42,B,B4,< 1 year,RENT,Source Verified,38500.0,Fully Paid,credit_card,13.06,0.0,2011,12
10000,36,6.62,A,A2,4 years,RENT,Verified,75000.0,Fully Paid,home_improvement,24.85,0.0,2011,12
18225,60,13.49,C,C1,10+ years,MORTGAGE,Verified,37320.0,Fully Paid,debt_consolidation,20.8,0.0,2011,12
3600,36,8.9,A,A5,10+ years,RENT,Not Verified,55000.0,Fully Paid,debt_consolidation,5.48,0.0,2011,12
18500,60,11.71,B,B3,2 years,RENT,Verified,100000.0,Fully Paid,major_purchase,0.72,0.0,2011,12
16800,60,18.25,D,D5,10+ years,MORTGAGE,Verified,70000.0,Fully Paid,credit_card,21.5,0.0,2011,12
10000,36,17.27,D,D3,8 years,RENT,Not Verified,68000.0,Charged Off,debt_consolidation,17.15,0.0,2011,12
15000,36,18.25,D,D5,10+ years,MORTGAGE,Not Verified,66000.0,Fully Paid,debt_consolidation,8.49,0.0,2011,12
8000,36,11.71,B,B3,8 years,RENT,Source Verified,85000.0,Fully Paid,major_purchase,10.22,0.0,2011,12
25000,60,16.77,D,D2,1 year,RENT,Verified,83004.0,Fully Paid,debt_consolidation,13.66,0.0,2011,12
16000,36,7.9,A,A4,1 year,RENT,Source Verified,51000.0,Charged Off,debt_consolidation,24.66,0.0,2011,12
8000,36,10.65,B,B2,2 years,RENT,Source Verified,55000.0,Fully Paid,debt_consolidation,11.56,0.0,2011,12
7200,36,7.51,A,A3,10+ years,MORTGAGE,Source Verified,47000.0,Fully Paid,debt_consolidation,19.74,0.0,2011,12
12000,36,7.51,A,A3,4 years,RENT,Source Verified,86000.0,Fully Paid,debt_consolidation,13.3,0.0,2011,12
2200,36,15.27,C,C4,10+ years,OWN,Not Verified,48000.0,Charged Off,debt_consolidation,5.47,0.0,2011,12
28000,60,12.42,B,B4,4 years,MORTGAGE,Source Verified,85000.0,Fully Paid,debt_consolidation,15.87,0.0,2011,12
